"alias","logo","rating","time"
"Jakob","animation/logo_191_animation_49.svg","Okay","Timestamp(seconds=1617051346, nanoseconds=844000000)"
"Michelle","animation/logo_74_animation_13.svg","Okay","Timestamp(seconds=1617009750, nanoseconds=503000000)"
"Vinoagrarius","animation/logo_120_animation_20.svg","Good","Timestamp(seconds=1616997263, nanoseconds=5000000)"
"Jakob","animation/logo_164_animation_29.svg","Very Bad","Timestamp(seconds=1617052335, nanoseconds=668000000)"
"Jakob","animation/logo_71_animation_13.svg","Very Bad","Timestamp(seconds=1616951311, nanoseconds=231000000)"
"Rebecca","animation/logo_31_animation_21.svg","Good","Timestamp(seconds=1616966944, nanoseconds=962000000)"
"Tim","animation/logo_97_animation_18.svg","Bad","Timestamp(seconds=1617003619, nanoseconds=898000000)"
"TIm","animation/logo_30_animation_44.svg","Bad","Timestamp(seconds=1617016479, nanoseconds=562000000)"
"Jakob","animation/logo_157_animation_21.svg","Very Bad","Timestamp(seconds=1617051326, nanoseconds=847000000)"
"Phillip","animation/logo_63_animation_37.svg","Bad","Timestamp(seconds=1616963331, nanoseconds=879000000)"
"Kim","animation/logo_80_animation_12.svg","Okay","Timestamp(seconds=1616956887, nanoseconds=170000000)"
"Jakob","animation/logo_156_animation_2.svg","Okay","Timestamp(seconds=1617049262, nanoseconds=375000000)"
"Tim","animation/logo_79_animation_33.svg","Okay","Timestamp(seconds=1617000396, nanoseconds=181000000)"
"Sarah","animation/logo_76_animation_44.svg","Okay","Timestamp(seconds=1616957267, nanoseconds=964000000)"
"Jonathan","animation/logo_143_animation_14.svg","Bad","Timestamp(seconds=1617117457, nanoseconds=107000000)"
"Rebecca","animation/logo_145_animation_10.svg","Bad","Timestamp(seconds=1617018579, nanoseconds=856000000)"
"Jakob","animation/logo_57_animation_11.svg","Very Bad","Timestamp(seconds=1616951610, nanoseconds=494000000)"
"Jakob","animation/logo_178_animation_0.svg","Bad","Timestamp(seconds=1617014560, nanoseconds=208000000)"
"Tim","animation/logo_76_animation_39.svg","Bad","Timestamp(seconds=1617004140, nanoseconds=373000000)"
"Tim","animation/logo_155_animation_13.svg","Good","Timestamp(seconds=1617013310, nanoseconds=49000000)"
"Tim","animation/logo_15_animation_27.svg","Very Bad","Timestamp(seconds=1616959202, nanoseconds=369000000)"
"Tim","animation/logo_94_animation_5.svg","Okay","Timestamp(seconds=1617000411, nanoseconds=842000000)"
"Sarah","animation/logo_61_animation_11.svg","Okay","Timestamp(seconds=1616954061, nanoseconds=846000000)"
"Rebecca","animation/logo_88_animation_3.svg","Good","Timestamp(seconds=1616973369, nanoseconds=202000000)"
"Jakob","animation/logo_189_animation_49.svg","Okay","Timestamp(seconds=1617049033, nanoseconds=217000000)"
"Jakob","animation/logo_50_animation_18.svg","Very Good","Timestamp(seconds=1617013666, nanoseconds=664000000)"
"Jonathan","animation/logo_30_animation_1.svg","Very Bad","Timestamp(seconds=1616965472, nanoseconds=94000000)"
"Kim","animation/logo_7_animation_17.svg","Very Bad","Timestamp(seconds=1616956593, nanoseconds=380000000)"
"Jakob","animation/logo_80_animation_42.svg","Okay","Timestamp(seconds=1616949988, nanoseconds=973000000)"
"Jakob","animation/logo_18_animation_6.svg","Very Bad","Timestamp(seconds=1616963276, nanoseconds=946000000)"
"Tim","animation/logo_88_animation_21.svg","Very Bad","Timestamp(seconds=1616959458, nanoseconds=750000000)"
"Jonathan","animation/logo_115_animation_4.svg","Very Bad","Timestamp(seconds=1616962608, nanoseconds=442000000)"
"Tim","animation/logo_58_animation_7.svg","Very Bad","Timestamp(seconds=1616952395, nanoseconds=162000000)"
"Michelle","animation/logo_81_animation_3.svg","Bad","Timestamp(seconds=1617009083, nanoseconds=90000000)"
"Jakob","animation/logo_7_animation_31.svg","Okay","Timestamp(seconds=1616949787, nanoseconds=198000000)"
"Jakob","animation/logo_110_animation_40.svg","Very Bad","Timestamp(seconds=1616963477, nanoseconds=237000000)"
"Kim","animation/logo_68_animation_26.svg","Okay","Timestamp(seconds=1616952355, nanoseconds=359000000)"
"Jakob","animation/logo_166_animation_31.svg","Very Bad","Timestamp(seconds=1617012667, nanoseconds=467000000)"
"Michelle","animation/logo_131_animation_27.svg","Bad","Timestamp(seconds=1617008743, nanoseconds=488000000)"
"Kim","animation/logo_105_animation_39.svg","Bad","Timestamp(seconds=1616957970, nanoseconds=20000000)"
"Jakob","animation/logo_71_animation_28.svg","Bad","Timestamp(seconds=1616951692, nanoseconds=699000000)"
"Jakob","animation/logo_183_animation_33.svg","Very Bad","Timestamp(seconds=1617052170, nanoseconds=19000000)"
"Tim","animation/logo_67_animation_25.svg","Bad","Timestamp(seconds=1616955391, nanoseconds=266000000)"
"Tim","animation/logo_157_animation_15.svg","Okay","Timestamp(seconds=1617013292, nanoseconds=10000000)"
"Tim","animation/logo_66_animation_32.svg","Bad","Timestamp(seconds=1617007513, nanoseconds=126000000)"
"Jakob","animation/logo_168_animation_40.svg","Bad","Timestamp(seconds=1617049946, nanoseconds=516000000)"
"Vinoagrarius","animation/logo_151_animation_16.svg","Okay","Timestamp(seconds=1617128605, nanoseconds=997000000)"
"TIm","animation/logo_180_animation_12.svg","Very Bad","Timestamp(seconds=1617016461, nanoseconds=298000000)"
"Jakob","animation/logo_4_animation_37.svg","Very Bad","Timestamp(seconds=1616961523, nanoseconds=914000000)"
"Vinoagrarius","animation/logo_149_animation_20.svg","Very Bad","Timestamp(seconds=1617128595, nanoseconds=350000000)"
"Jonathan","animation/logo_67_animation_19.svg","Okay","Timestamp(seconds=1616956157, nanoseconds=376000000)"
"Tim","animation/logo_0_animation_10.svg","Very Bad","Timestamp(seconds=1616961402, nanoseconds=79000000)"
"Jakob","animation/logo_112_animation_8.svg","Okay","Timestamp(seconds=1616961357, nanoseconds=287000000)"
"Jonathan","animation/logo_41_animation_2.svg","Very Bad","Timestamp(seconds=1616965145, nanoseconds=601000000)"
"Tim","animation/logo_129_animation_46.svg","Very Bad","Timestamp(seconds=1616954457, nanoseconds=531000000)"
"Jakob","animation/logo_177_animation_27.svg","Very Bad","Timestamp(seconds=1617014222, nanoseconds=716000000)"
"Tim","animation/logo_84_animation_10.svg","Bad","Timestamp(seconds=1616961964, nanoseconds=495000000)"
"Tim","animation/logo_113_animation_47.svg","Very Bad","Timestamp(seconds=1616961001, nanoseconds=403000000)"
"Jakob","animation/logo_185_animation_38.svg","Okay","Timestamp(seconds=1617049533, nanoseconds=123000000)"
"Jakob","animation/logo_133_animation_12.svg","Very Bad","Timestamp(seconds=1616927712, nanoseconds=513000000)"
"Rebecca","animation/logo_114_animation_26.svg","Very Good","Timestamp(seconds=1616971903, nanoseconds=908000000)"
"Jakob","animation/logo_41_animation_11.svg","Bad","Timestamp(seconds=1616950528, nanoseconds=901000000)"
"Sarah","animation/logo_72_animation_27.svg","Good","Timestamp(seconds=1616963389, nanoseconds=159000000)"
"Kim","animation/logo_85_animation_46.svg","Very Bad","Timestamp(seconds=1616954896, nanoseconds=289000000)"
"Jakob","animation/logo_160_animation_21.svg","Okay","Timestamp(seconds=1617014064, nanoseconds=47000000)"
"Rebecca","animation/logo_188_animation_42.svg","Bad","Timestamp(seconds=1617018225, nanoseconds=605000000)"
"Tim","animation/logo_117_animation_11.svg","Very Bad","Timestamp(seconds=1617004065, nanoseconds=827000000)"
"Jakob","animation/logo_182_animation_24.svg","Very Bad","Timestamp(seconds=1617049906, nanoseconds=431000000)"
"Rebecca","animation/logo_107_animation_33.svg","Bad","Timestamp(seconds=1616972788, nanoseconds=51000000)"
"Vinoagrarius","animation/logo_15_animation_28.svg","Bad","Timestamp(seconds=1616997106, nanoseconds=873000000)"
"Tim","animation/logo_62_animation_5.svg","Bad","Timestamp(seconds=1617003749, nanoseconds=92000000)"
"Jakob","animation/logo_146_animation_3.svg","Okay","Timestamp(seconds=1617012182, nanoseconds=959000000)"
"Niklas","animation/logo_71_animation_1.svg","Good","Timestamp(seconds=1616926254, nanoseconds=152000000)"
"Jakob","animation/logo_181_animation_34.svg","Okay","Timestamp(seconds=1617193943, nanoseconds=37000000)"
"Jakob","animation/logo_83_animation_13.svg","Very Bad","Timestamp(seconds=1616963550, nanoseconds=436000000)"
"Sarah","animation/logo_187_animation_3.svg","Good","Timestamp(seconds=1617025918, nanoseconds=395000000)"
"Phillip","animation/logo_130_animation_8.svg","Very Bad","Timestamp(seconds=1616962563, nanoseconds=757000000)"
"Vinoagrarius","animation/logo_134_animation_11.svg","Okay","Timestamp(seconds=1616997488, nanoseconds=24000000)"
"Rebecca","animation/logo_148_animation_26.svg","Bad","Timestamp(seconds=1617018540, nanoseconds=448000000)"
"Jakob","animation/logo_132_animation_36.svg","Very Bad","Timestamp(seconds=1616959808, nanoseconds=519000000)"
"Sarah","animation/logo_180_animation_24.svg","Good","Timestamp(seconds=1617026901, nanoseconds=979000000)"
"Tim","animation/logo_118_animation_11.svg","Bad","Timestamp(seconds=1616959653, nanoseconds=793000000)"
"Jakob","animation/logo_70_animation_14.svg","Bad","Timestamp(seconds=1616965341, nanoseconds=241000000)"
"Sarah","animation/logo_185_animation_45.svg","Very Bad","Timestamp(seconds=1617026065, nanoseconds=810000000)"
"Jakob","animation/logo_184_animation_32.svg","Okay","Timestamp(seconds=1617013545, nanoseconds=756000000)"
"Vinoagrarius","animation/logo_184_animation_43.svg","Okay","Timestamp(seconds=1617128380, nanoseconds=956000000)"
"Rebecca","animation/logo_177_animation_26.svg","Very Bad","Timestamp(seconds=1617013827, nanoseconds=471000000)"
"Tim","animation/logo_74_animation_16.svg","Good","Timestamp(seconds=1616961447, nanoseconds=130000000)"
"Sarah","animation/logo_133_animation_33.svg","Very Bad","Timestamp(seconds=1616963269, nanoseconds=60000000)"
"Rebecca","animation/logo_81_animation_1.svg","Bad","Timestamp(seconds=1617011857, nanoseconds=753000000)"
"Jakob","animation/logo_77_animation_8.svg","Very Bad","Timestamp(seconds=1616927004, nanoseconds=705000000)"
"Jakob","animation/logo_68_animation_32.svg","Okay","Timestamp(seconds=1616926412, nanoseconds=242000000)"
"Phillip","animation/logo_119_animation_43.svg","Bad","Timestamp(seconds=1616961965, nanoseconds=170000000)"
"Tim","animation/logo_140_animation_8.svg","Bad","Timestamp(seconds=1616956325, nanoseconds=686000000)"
"Rebecca","animation/logo_147_animation_29.svg","Okay","Timestamp(seconds=1617015113, nanoseconds=433000000)"
"Phillip","animation/logo_45_animation_6.svg","Bad","Timestamp(seconds=1616961943, nanoseconds=495000000)"
"Tim","animation/logo_37_animation_41.svg","Bad","Timestamp(seconds=1616954206, nanoseconds=226000000)"
"Jonathan","animation/logo_177_animation_18.svg","Very Bad","Timestamp(seconds=1617016394, nanoseconds=730000000)"
"Kim","animation/logo_97_animation_8.svg","Good","Timestamp(seconds=1616957793, nanoseconds=759000000)"
"Kim","animation/logo_96_animation_27.svg","Very Bad","Timestamp(seconds=1616956436, nanoseconds=131000000)"
"Niklas","animation/logo_167_animation_19.svg","Okay","Timestamp(seconds=1617013676, nanoseconds=614000000)"
"Phillip","animation/logo_102_animation_38.svg","Okay","Timestamp(seconds=1616958970, nanoseconds=345000000)"
"Sarah","animation/logo_144_animation_41.svg","Very Bad","Timestamp(seconds=1617025832, nanoseconds=127000000)"
"Jakob","animation/logo_44_animation_30.svg","Bad","Timestamp(seconds=1616950596, nanoseconds=187000000)"
"Rebecca","animation/logo_33_animation_12.svg","Bad","Timestamp(seconds=1617017923, nanoseconds=313000000)"
"Jakob","animation/logo_75_animation_0.svg","Bad","Timestamp(seconds=1616961491, nanoseconds=400000000)"
"Sarah","animation/logo_105_animation_38.svg","Good","Timestamp(seconds=1616954471, nanoseconds=786000000)"
"Sarah","animation/logo_159_animation_33.svg","Bad","Timestamp(seconds=1617027137, nanoseconds=786000000)"
"Tim","animation/logo_57_animation_19.svg","Very Bad","Timestamp(seconds=1616962094, nanoseconds=346000000)"
"Jakob","animation/logo_86_animation_40.svg","Very Bad","Timestamp(seconds=1616951565, nanoseconds=846000000)"
"Vinoagrarius","animation/logo_0_animation_42.svg","Good","Timestamp(seconds=1616997222, nanoseconds=369000000)"
"Vinoagrarius","animation/logo_28_animation_16.svg","Okay","Timestamp(seconds=1616997305, nanoseconds=731000000)"
"Rebecca","animation/logo_108_animation_25.svg","Bad","Timestamp(seconds=1616973283, nanoseconds=582000000)"
"Tim","animation/logo_4_animation_13.svg","Bad","Timestamp(seconds=1617000327, nanoseconds=474000000)"
"Kim","animation/logo_41_animation_30.svg","Good","Timestamp(seconds=1616955765, nanoseconds=630000000)"
"Sarah","animation/logo_65_animation_44.svg","Okay","Timestamp(seconds=1616963234, nanoseconds=511000000)"
"Rebecca","animation/logo_137_animation_11.svg","Bad","Timestamp(seconds=1616973404, nanoseconds=815000000)"
"Kim","animation/logo_118_animation_48.svg","Bad","Timestamp(seconds=1616957887, nanoseconds=465000000)"
"Rebecca","animation/logo_150_animation_4.svg","Bad","Timestamp(seconds=1617015193, nanoseconds=744000000)"
"Jakob","animation/logo_115_animation_35.svg","Okay","Timestamp(seconds=1616962456, nanoseconds=249000000)"
"Jakob","animation/logo_176_animation_49.svg","Very Bad","Timestamp(seconds=1617013679, nanoseconds=506000000)"
"Jakob","animation/logo_173_animation_20.svg","Very Bad","Timestamp(seconds=1617014748, nanoseconds=699000000)"
"Jakob","animation/logo_152_animation_28.svg","Bad","Timestamp(seconds=1617050594, nanoseconds=103000000)"
"Jakob","animation/logo_157_animation_42.svg","Okay","Timestamp(seconds=1617049728, nanoseconds=532000000)"
"Sarah","animation/logo_139_animation_42.svg","Very Bad","Timestamp(seconds=1617025558, nanoseconds=600000000)"
"Sarah","animation/logo_94_animation_2.svg","Very Bad","Timestamp(seconds=1616955034, nanoseconds=931000000)"
"Jakob","animation/logo_187_animation_21.svg","Okay","Timestamp(seconds=1617049491, nanoseconds=680000000)"
"Tim","animation/logo_32_animation_4.svg","Okay","Timestamp(seconds=1616965695, nanoseconds=914000000)"
"Tim","animation/logo_138_animation_8.svg","Very Bad","Timestamp(seconds=1616957087, nanoseconds=329000000)"
"Jakob","animation/logo_109_animation_10.svg","Very Bad","Timestamp(seconds=1616961835, nanoseconds=868000000)"
"Kim","animation/logo_64_animation_42.svg","Bad","Timestamp(seconds=1616955090, nanoseconds=581000000)"
"Sarah","animation/logo_164_animation_15.svg","Okay","Timestamp(seconds=1617027148, nanoseconds=53000000)"
"Jakob","animation/logo_139_animation_11.svg","Okay","Timestamp(seconds=1616947302, nanoseconds=750000000)"
"Rebecca","animation/logo_43_animation_39.svg","Bad","Timestamp(seconds=1616972741, nanoseconds=793000000)"
"Niklas","animation/logo_134_animation_10.svg","Very Bad","Timestamp(seconds=1616959530, nanoseconds=789000000)"
"Simon","animation/logo_158_animation_35.svg","Bad","Timestamp(seconds=1617134046, nanoseconds=77000000)"
"Jakob","animation/logo_135_animation_20.svg","Very Bad","Timestamp(seconds=1616959346, nanoseconds=500000000)"
"Sarah","animation/logo_157_animation_12.svg","Very Bad","Timestamp(seconds=1617026887, nanoseconds=34000000)"
"Tim","animation/logo_4_animation_25.svg","Very Bad","Timestamp(seconds=1617003218, nanoseconds=309000000)"
"Sarah","animation/logo_0_animation_41.svg","Bad","Timestamp(seconds=1616954620, nanoseconds=704000000)"
"Tim","animation/logo_100_animation_1.svg","Bad","Timestamp(seconds=1617003549, nanoseconds=210000000)"
"Jonathan","animation/logo_105_animation_49.svg","Good","Timestamp(seconds=1616961790, nanoseconds=316000000)"
"Tim","animation/logo_104_animation_39.svg","Very Bad","Timestamp(seconds=1616963567, nanoseconds=245000000)"
"Rebecca","animation/logo_170_animation_13.svg","Very Bad","Timestamp(seconds=1617012358, nanoseconds=815000000)"
"Jakob","animation/logo_135_animation_36.svg","Very Bad","Timestamp(seconds=1616927343, nanoseconds=558000000)"
"Rebecca","animation/logo_190_animation_10.svg","Bad","Timestamp(seconds=1617027146, nanoseconds=572000000)"
"Rebecca","animation/logo_52_animation_38.svg","Okay","Timestamp(seconds=1616973383, nanoseconds=778000000)"
"Jakob","animation/logo_96_animation_17.svg","Okay","Timestamp(seconds=1616925665, nanoseconds=563000000)"
"Sarah","animation/logo_127_animation_2.svg","Bad","Timestamp(seconds=1616955259, nanoseconds=973000000)"
"Jakob","animation/logo_71_animation_11.svg","Okay","Timestamp(seconds=1617013351, nanoseconds=742000000)"
"Kathi","animation/logo_163_animation_49.svg","Very Good","Timestamp(seconds=1617128401, nanoseconds=289000000)"
"Jakob","animation/logo_176_animation_29.svg","Okay","Timestamp(seconds=1617020716, nanoseconds=895000000)"
"Tim","animation/logo_53_animation_4.svg","Very Bad","Timestamp(seconds=1616965778, nanoseconds=353000000)"
"Rebecca","animation/logo_161_animation_27.svg","Bad","Timestamp(seconds=1617012465, nanoseconds=141000000)"
"Rebecca","animation/logo_9_animation_48.svg","Okay","Timestamp(seconds=1617011806, nanoseconds=450000000)"
"Vinoagrarius","animation/logo_37_animation_1.svg","Good","Timestamp(seconds=1616997322, nanoseconds=598000000)"
"Tim","animation/logo_89_animation_36.svg","Bad","Timestamp(seconds=1616966186, nanoseconds=658000000)"
"Jakob","animation/logo_8_animation_13.svg","Very Bad","Timestamp(seconds=1616965330, nanoseconds=612000000)"
"Niklas","animation/logo_174_animation_38.svg","Very Bad","Timestamp(seconds=1617015613, nanoseconds=244000000)"
